Fuel_Type,Body_Type,transmission,ownerNo,Brand,model,modelYear,price,Insurance_Validity,Kms_Driven,Mileage,Engine,Seats,Color,City
Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,684000.0,Third Party insurance,94695.0,27.39,1248,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,803000.0,Zero Dep,22162.0,21.4,1197,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,320000.0,Third Party insurance,70000.0,17.92,1086,5,Others,Bangalore
Diesel,Sedan,Manual,1,Honda,Honda City,2017,804000.0,Comprehensive,115331.0,26.0,1498,5,Silver,Bangalore
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,1400000.0,Third Party insurance,70000.0,10.0,2148,5,Others,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,548000.0,Comprehensive,42233.0,22.38,1197,5,White,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,619000.0,Comprehensive,20941.0,18.9,1197,5,Others,Bangalore
Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,1000000.0,Third Party insurance,50000.0,24.3,1248,5,Red,Bangalore
Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,865000.0,Comprehensive,46602.0,17.5,1199,5,Brown,Bangalore
Diesel,SUV,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,1000000.0,Third Party insurance,50000.0,11.18,2696,7,White,Bangalore
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2014,535000.0,Comprehensive,104000.0,25.2,1248,5,Red,Bangalore
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,975000.0,Comprehensive,90000.0,23.0,1498,5,Brown,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,699000.0,Third Party insurance,50035.0,21.4,1197,5,Blue,Bangalore
Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,1150000.0,Third Party insurance,80000.0,17.57,1199,5,Gray,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,625000.0,Comprehensive,90000.0,18.6,1197,5,Maroon,Bangalore
Diesel,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,1000000.0,Third Party insurance,90000.0,14.21,2143,5,Others,Bangalore
Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2011,600000.0,Third Party insurance,120000.0,21.43,1364,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,675000.0,Third Party,25170.0,22.41,1197,5,Blue,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2021,893000.0,Comprehensive,25022.0,20.65,1462,5,Others,Bangalore
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,420000.0,Third Party insurance,100000.0,22.9,1248,5,Others,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,941000.0,Zero Dep,26367.0,20.65,1462,5,Others,Bangalore
Petrol,Sedan,Automatic,2,Hyundai,Hyundai Elantra,2015,630000.0,Zero Dep,76567.0,14.5,1797,5,Silver,Bangalore
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,1275000.0,Third Party insurance,120000.0,12.99,2494,7,Others,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2015,525000.0,Comprehensive,36459.0,18.9,1197,5,Red,Bangalore
Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2016,750000.0,Comprehensive,93725.0,23.65,1248,5,Grey,Bangalore
Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,632000.0,Comprehensive,115599.0,19.12,1373,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,645000.0,Zero Dep,43469.0,22.41,1197,5,Red,Bangalore
Petrol,Sedan,Manual,4,Ford,Ford Ikon,2005,500000.0,Third Party insurance,70000.0,13.8,1299,5,Others,Bangalore
Diesel,SUV,Automatic,2,BMW,BMW X5,2019,6795000.0,Comprehensive,77000.0,13.38,2993,5,White,Bangalore
Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,850000.0,Comprehensive,100000.0,24.3,1248,5,Red,Bangalore
Petrol,Sedan,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,299000.0,Third Party insurance,72000.0,14.7,1999,5,Silver,Bangalore
Diesel,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,2095000.0,Comprehensive,77000.0,16.36,2179,5,Blue,Bangalore
Diesel,SUV,Automatic,1,Audi,Audi Q7,2013,2800000.0,Comprehensive,87101.0,12.07,2967,7,White,Bangalore
Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2021,999000.0,Third Party,40771.0,18.24,999,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,825000.0,Comprehensive,28000.0,18.7,1199,5,Silver,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,250000.0,Comprehensive,40000.0,18.9,1061,5,Silver,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,1295000.0,Comprehensive,26000.0,18.15,998,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,329000.0,Comprehensive,76032.0,18.9,998,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,666000.0,Comprehensive,113780.0,21.56,1462,5,Blue,Bangalore
Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,2290000.0,Third Party insurance,24000.0,20.38,1968,5,White,Bangalore
Diesel,SUV,Manual,2,Hyundai,Hyundai Venue,2020,1026000.0,Third Party,65812.0,23.7,1493,5,White,Bangalore
Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,1700000.0,Third Party insurance,10000.0,17.2,999,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,681000.0,Zero Dep,39959.0,21.4,1197,5,Orange,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,1690000.0,Third Party insurance,10000.0,14.2,1999,7,Others,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Alto K10,2016,318000.0,Third Party insurance,65484.0,24.39,998,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,688000.0,Comprehensive,49174.0,21.4,1197,5,Red,Bangalore
Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,1300000.0,Third Party insurance,20000.0,20.08,999,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,265000.0,Third Party insurance,50000.0,20.36,1197,5,Others,Bangalore
Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2018,645000.0,Third Party insurance,40000.0,22.0,1197,5,Others,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,2000000.0,Third Party insurance,30000.0,14.2,1999,7,White,Bangalore
Petrol,Coupe,Automatic,3,BMW,BMW 3 Series,2007,900000.0,Third Party insurance,50000.0,10.9,2497,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,620000.0,Third Party insurance,80000.0,21.21,1197,5,Others,Bangalore
Petrol,SUV,Manual,1,MG,MG Astor,2022,1470000.0,Third Party insurance,20000.0,15.43,1498,5,Others,Bangalore
Cng,Sedan,Manual,1,Hyundai,Hyundai Accent,2010,220000.0,Third Party insurance,70000.0,13.2,1495,5,Others,Bangalore
Diesel,Sedan,Automatic,1,Audi,Audi A4,2014,1475000.0,Third Party insurance,90000.0,17.11,1968,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,415000.0,Third Party insurance,40000.0,21.74,999,5,Blue,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,610000.0,Comprehensive,63797.0,18.7,1199,5,Brown,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,560000.0,Comprehensive,60216.0,18.9,1197,5,Red,Bangalore
Petrol,Hatchback,Automatic,2,Maruti,Maruti Alto K10,2015,425000.0,Third Party insurance,10000.0,23.95,998,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,686000.0,Comprehensive,38153.0,21.4,1197,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,517000.0,Comprehensive,76485.0,22.38,1197,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,385000.0,Third Party insurance,40000.0,20.51,998,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,675000.0,Comprehensive,40623.0,21.4,1197,5,Blue,Bangalore
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,Third Party insurance,18000.0,19.27,2143,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,499000.0,Third Party insurance,88051.0,22.38,1197,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,774000.0,Third Party,16522.0,22.38,1197,5,Others,Bangalore
Diesel,SUV,Manual,2,Jeep,Jeep Compass,2019,1475000.0,Third Party insurance,70000.0,16.3,1956,5,Others,Bangalore
Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,240000.0,Third Party insurance,80000.0,18.9,1061,5,Others,Bangalore
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,1025000.0,Third Party insurance,50000.0,23.7,1396,5,Others,Bangalore
Petrol,SUV,Manual,1,Tata,Tata Nexon,2023,1400000.0,Third Party insurance,10000.0,17.33,1199,5,Others,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,285000.0,Third Party insurance,57000.0,21.1,814,5,Silver,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,1000000.0,Third Party insurance,110000.0,16.0,2179,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,780000.0,Third Party insurance,10000.0,21.4,1197,5,Red,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2012,475000.0,Third Party insurance,50000.0,18.6,1197,5,Others,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV300,2019,750000.0,Third Party insurance,120000.0,20.0,1497,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2014,555000.0,Comprehensive,35469.0,18.9,1197,5,Grey,Bangalore
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2017,607000.0,Third Party insurance,40073.0,18.7,1199,5,Others,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2017,514000.0,Third Party insurance,65730.0,18.9,1197,5,Red,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Baleno,2005,250000.0,Third Party insurance,120000.0,15.4,1590,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,705000.0,Third Party,36184.0,21.4,1197,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,653000.0,Comprehensive,69310.0,21.4,1197,5,White,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2015,872000.0,Third Party insurance,55643.0,18.0,1497,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2017,564000.0,Third Party insurance,62803.0,18.9,1197,5,Red,Bangalore
Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2011,370000.0,Third Party insurance,90000.0,22.07,1199,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,550000.0,Third Party insurance,68656.0,22.38,1197,5,Silver,Bangalore
Petrol,Hatchback,Manual,3,Honda,Honda Jazz,2016,517000.0,Comprehensive,77501.0,18.7,1199,5,Brown,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,620000.0,Third Party insurance,40000.0,20.85,1197,5,Others,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2014,750000.0,Third Party insurance,48325.0,18.0,1497,5,White,Bangalore
Petrol,SUV,Manual,1,Tata,Tata Nexon,2022,1220000.0,Third Party insurance,30000.0,17.57,1199,5,Others,Bangalore
Diesel,Hatchback,Automatic,2,Mercedes-Benz,Mercedes-Benz B Class,2013,1350000.0,Comprehensive,100000.0,14.8,2143,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,575000.0,Comprehensive,69000.0,22.0,1197,5,White,Bangalore
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,1250000.0,Third Party insurance,110000.0,17.1,1956,5,Others,Bangalore
Petrol,Sedan,Manual,2,Hyundai,Hyundai Verna,2016,868000.0,Third Party insurance,50000.0,17.01,1591,5,Others,Bangalore
Diesel,MUV,Automatic,1,Kia,Kia Carnival,2020,3000000.0,Third Party insurance,60000.0,14.11,2199,8,White,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,980000.0,Third Party insurance,20000.0,20.0,998,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Maruti,Maruti Swift,2022,900000.0,Third Party,14999.0,22.56,1197,5,White,Bangalore
Petrol,Hatchback,Manual,2,Honda,Honda Jazz,2016,550000.0,Comprehensive,90773.0,18.7,1199,5,White,Bangalore
Diesel,Sedan,Manual,1,Skoda,Skoda Rapid,2012,450000.0,Third Party insurance,90000.0,20.5,1598,5,Gray,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2017,610000.0,Zero Dep,64917.0,20.4,1197,5,White,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,543000.0,Comprehensive,70235.0,18.7,1199,5,Brown,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,980000.0,Third Party insurance,30000.0,20.0,998,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,535000.0,Zero Dep,78782.0,18.7,1199,5,Brown,Bangalore
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2014,850000.0,Comprehensive,164000.0,15.1,2179,7,O Purple,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2016,661000.0,Third Party insurance,72136.0,20.73,1373,5,Silver,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2015,505000.0,Comprehensive,52486.0,22.38,1197,5,Others,Bangalore
Diesel,Sedan,Automatic,1,Skoda,Skoda Laura,2007,450000.0,Third Party insurance,150000.0,15.6,1896,5,Black,Bangalore
Petrol,SUV,Manual,1,Honda,Honda WR-V,2017,865000.0,Third Party insurance,36887.0,17.5,1199,5,Silver,Bangalore
Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,999000.0,Comprehensive,47962.0,18.27,998,5,Blue,Bangalore
Diesel,SUV,Manual,1,Nissan,Nissan Terrano,2014,595000.0,Comprehensive,135000.0,20.45,1461,5,Silver,Bangalore
Petrol,Sedan,Automatic,2,Skoda,Skoda Superb,2018,2365000.0,Comprehensive,47398.0,14.67,1798,5,Brown,Bangalore
Petrol,Sedan,Manual,2,Fiat,Fiat Linea,2012,400000.0,Third Party insurance,50000.0,14.6,1368,5,Gray,Bangalore
Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2012,550000.0,Third Party insurance,100000.0,19.3,1248,5,White,Bangalore
Diesel,SUV,Automatic,1,BMW,BMW X4,2020,6050000.0,Comprehensive,55000.0,14.71,2993,5,White,Bangalore
Diesel,SUV,Automatic,2,BMW,BMW X3,2011,1600000.0,Comprehensive,110000.0,16.55,1995,5,Black,Bangalore
Petrol,Hatchback,Automatic,3,Volkswagen,Volkswagen Polo,2013,520000.0,Third Party insurance,90000.0,17.21,1197,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,616000.0,Zero Dep,116624.0,21.4,1197,5,Blue,Bangalore
Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2019,795000.0,Zero Dep,54561.0,21.56,1462,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,624000.0,Comprehensive,65072.0,18.7,1199,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,549000.0,Zero Dep,133532.0,18.9,1197,5,Others,Bangalore
Diesel,MUV,Manual,3,Toyota,Toyota Innova,2010,760000.0,Third Party insurance,120000.0,11.4,2494,7,Others,Bangalore
Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2013,524000.0,Comprehensive,39886.0,22.41,1197,5,Orange,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2019,1650000.0,Third Party insurance,80000.0,15.1,2179,7,White,Bangalore
Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,583000.0,Comprehensive,56976.0,25.2,1248,5,Others,Bangalore
Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2020,1147000.0,Zero Dep,68303.0,17.69,999,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Mini,Mini Cooper,2013,1750000.0,Third Party insurance,80000.0,13.6,1598,4,Red,Bangalore
Diesel,Sedan,Automatic,1,Skoda,Skoda Rapid,2016,825000.0,Comprehensive,54000.0,21.72,1498,5,Grey,Bangalore
Diesel,SUV,Automatic,1,Land Rover,Land Rover Discovery Sport,2016,3150000.0,Third Party insurance,98500.0,12.51,2179,7,White,Bangalore
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2018,755000.0,Third Party insurance,72348.0,16.2,1199,5,Grey,Bangalore
Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2015,875000.0,Comprehensive,70000.0,13.0,1591,5,Silver,Bangalore
Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2021,855000.0,Third Party,62696.0,17.74,999,5,White,Bangalore
Diesel,SUV,Automatic,3,Toyota,Toyota Fortuner,2014,1845000.0,Comprehensive,174000.0,12.55,2982,7,White,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,525000.0,Comprehensive,65000.0,18.9,1197,5,Orange,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,650000.0,Comprehensive,36000.0,18.9,1197,5,Silver,Bangalore
Diesel,MUV,Manual,2,Toyota,Toyota Innova,2011,950000.0,Comprehensive,199000.0,12.8,2494,7,White,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2018,846000.0,Zero Dep,71905.0,18.0,1497,5,Brown,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2013,424000.0,Comprehensive,69748.0,22.38,1197,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2008,210000.0,Comprehensive,44000.0,19.7,796,5,Maroon,Bangalore
Petrol,Sedan,Manual,2,Toyota,Toyota Yaris,2021,959000.0,Third Party insurance,17875.0,17.1,1496,5,Red,Bangalore
Petrol,SUV,Manual,1,Renault,Renault Duster,2020,889000.0,Comprehensive,95678.0,16.42,1330,5,White,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,850000.0,Third Party insurance,12003.0,19.03,999,5,Silver,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2018,836000.0,Comprehensive,114427.0,23.0,1498,5,Red,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2022,660000.0,Third Party insurance,20000.0,19.03,999,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,334000.0,Comprehensive,64655.0,19.4,1198,5,White,Bangalore
Petrol,SUV,Manual,1,Mahindra,Mahindra KUV 100,2018,594000.0,Third Party insurance,46456.0,18.15,1198,6,Red,Bangalore
Petrol,SUV,Automatic,1,Renault,Renault Kiger,2021,991000.0,Third Party insurance,20000.0,18.24,999,5,Others,Bangalore
Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,1450000.0,Third Party insurance,50000.0,17.1,1956,5,Others,Bangalore
Diesel,Sedan,Manual,4,Volkswagen,Volkswagen Vento,2011,219000.0,Third Party insurance,90000.0,20.54,1598,5,Others,Bangalore
Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2022,1285000.0,Third Party insurance,20000.0,19.260860166288737,1493,5,Others,Bangalore
Petrol,SUV,Automatic,1,Volvo,Volvo XC40,2021,4195000.0,Comprehensive,27000.0,19.260860166288737,1969,5,White,Bangalore
Diesel,MUV,Manual,3,Toyota,Toyota Innova,2008,455000.0,Third Party insurance,150000.0,12.8,2494,8,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,825000.0,Third Party insurance,10000.0,22.35,1197,5,Others,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2018,825000.0,Third Party insurance,40000.0,17.4,1497,5,Others,Bangalore
Diesel,SUV,Manual,1,Ford,Ford Ecosport,2020,920000.0,Third Party insurance,40000.0,23.0,1498,5,Blue,Bangalore
Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,Third Party insurance,20000.0,19.27,2143,5,Others,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2017,729000.0,Third Party,91598.0,22.77,1498,5,Red,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2015,432000.0,Comprehensive,57521.0,25.24,998,5,Others,Bangalore
Diesel,SUV,Manual,1,Renault,Renault Duster,2016,700000.0,Third Party insurance,100000.0,19.87,1461,5,Others,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2021,1499000.0,Comprehensive,7598.0,17.7,1497,5,Others,Bangalore
Petrol,SUV,Manual,1,Renault,Renault Duster,2017,762000.0,Comprehensive,38520.0,13.06,1598,5,Brown,Bangalore
Petrol,SUV,Manual,1,MG,MG Astor,2022,1625000.0,Third Party insurance,20000.0,15.43,1498,5,Others,Bangalore
Diesel,SUV,Manual,2,Renault,Renault Duster,2014,632000.0,Comprehensive,110455.0,20.45,1461,5,Brown,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,1218000.0,Comprehensive,26901.0,18.15,998,5,Red,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,524000.0,Zero Dep,65376.0,18.9,1197,5,White,Bangalore
Diesel,SUV,Manual,3,Mahindra,Mahindra XUV500,2018,1405000.0,Comprehensive,28177.0,15.1,2179,7,Red,Bangalore
Petrol,SUV,Manual,1,Kia,Kia Sonet,2022,1390000.0,Third Party insurance,10000.0,18.2,998,5,Others,Bangalore
Petrol,SUV,Automatic,1,MG,MG Hector,2021,1890000.0,Comprehensive,30000.0,19.260860166288737,1451,5,White,Bangalore
Petrol,SUV,Automatic,1,Hyundai,Hyundai Creta,2018,1275000.0,Third Party insurance,27000.0,13.0,1591,5,White,Bangalore
Petrol,Hatchback,Automatic,3,Hyundai,Hyundai i10,2010,275000.0,Third Party insurance,90000.0,19.2,1197,5,Others,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2022,1125000.0,Third Party insurance,20000.0,17.4,1497,5,Others,Bangalore
Petrol,Sedan,Automatic,1,Honda,Honda City,2016,650000.0,Comprehensive,82998.0,18.0,1497,5,Red,Bangalore
Petrol,Sedan,Automatic,3,Audi,Audi A4,2010,700000.0,Third Party insurance,110000.0,12.3,1781,5,White,Bangalore
Petrol,Sedan,Manual,1,Honda,Honda City,2019,1100000.0,Third Party insurance,14500.0,17.14,1497,5,Grey,Bangalore
Diesel,Sedan,Manual,3,Mahindra,Mahindra Verito,2016,260000.0,Third Party insurance,120000.0,21.03,1461,5,White,Bangalore
Petrol,Hatchback,Automatic,2,Hyundai,Hyundai i10,2010,395000.0,Comprehensive,68000.0,19.2,1197,5,Silver,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Xcent,2019,681000.0,Third Party insurance,25887.0,20.14,1197,5,White,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,405000.0,Comprehensive,74094.0,21.7,998,5,Others,Bangalore
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2018,765000.0,Comprehensive,40000.0,19.0,1199,5,White,Bangalore
Diesel,Hatchback,Manual,1,Maruti,Maruti Ritz,2014,487000.0,Third Party,91045.0,23.2,1248,5,Red,Bangalore
Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2018,1474000.0,Third Party insurance,80033.0,15.1,2179,7,White,Bangalore
Diesel,SUV,Automatic,2,Mahindra,Mahindra XUV500,2017,1340000.0,Third Party insurance,70000.0,16.0,2179,7,Others,Bangalore
Petrol,MUV,Automatic,1,Renault,Renault Triber,2021,770000.0,Comprehensive,13957.0,18.2,999,7,Blue,Bangalore
Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2018,818000.0,Third Party insurance,34140.0,21.4,1197,5,Grey,Bangalore
Petrol,SUV,Manual,1,Ford,Ford Ecosport,2017,724000.0,Comprehensive,20056.0,17.0,1497,5,White,Bangalore
Petrol,Hatchback,Automatic,3,Maruti,Maruti Celerio,2016,468000.0,Comprehensive,38233.0,26.0,998,5,Red,Bangalore
Petrol,Sedan,Manual,1,Volkswagen,Volkswagen Jetta,2013,500000.0,Third Party insurance,100000.0,14.69,1390,5,White,Bangalore
Diesel,SUV,Manual,2,Ford,Ford Ecosport,2016,600000.0,Third Party insurance,50000.0,22.77,1498,5,Blue,Bangalore
Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2017,1350000.0,Third Party insurance,70000.0,16.0,2179,7,Others,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2016,525000.0,Comprehensive,44000.0,18.9,1197,5,Orange,Bangalore
Petrol,Hatchback,Manual,2,Hyundai,Hyundai Getz,2006,175000.0,Third Party insurance,90000.0,15.3,1341,5,Gray,Bangalore
Petrol,Sedan,Automatic,1,Maruti,Maruti Ciaz,2016,725000.0,Third Party insurance,30000.0,19.12,1373,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2018,550000.0,Third Party insurance,50000.0,18.9,1197,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2019,650000.0,Comprehensive,98000.0,22.0,1197,5,White,Bangalore
Petrol,Hatchback,Automatic,1,Honda,Honda Jazz,2017,775000.0,Comprehensive,47000.0,18.2,1199,5,Green,Bangalore
Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2019,900000.0,Third Party insurance,70000.0,17.0,1591,5,Others,Bangalore
Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2020,408000.0,Comprehensive,16998.0,22.05,796,5,Silver,Bangalore
Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2017,642000.0,Comprehensive,15256.0,18.9,1197,5,Orange,Bangalore
Petrol,Hatchback,Automatic,1,Datsun,Datsun RediGO,2020,521000.0,Comprehensive,4495.0,22.5,999,5,Black,Bangalore
Petrol,MUV,Manual,1,Renault,Renault Triber,2020,695000.0,Zero Dep,34561.0,20.0,999,7,White,Bangalore
Petrol,Hatchback,Manual,2,Maruti,Maruti Alto K10,2018,390000.0,Third Party insurance,40000.0,23.95,998,5,Others,Bangalore
