it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Compression Ratio,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Acceleration,Top Speed,City
0,Diesel,Sedan,"30,000",Manual,1,1st Owner,Volkswagen,Volkswagen Vento,2014,2039,1.5 TDI Comfortline,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Diesel,5 Seats,"30,000 Kms",WB02,First Owner,1498 cc,Manual,2014.0,20.34 kmpl,1498 CC,103.2bhp,250Nm,15,5,Others,TDI Diesel Engine,1498,103.2bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,77 x 80.5 mm,Yes,No,,4384mm,1699mm,1466mm,2552mm,1460mm,1498mm,1208kg,1750kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Disc,Drum,"Tubeless,Radial",15,4,454-liters,11.94 Seconds,186 kmph,Kolkata
0,Petrol,Hatchback,"18,060",Manual,1,1st Owner,Maruti,Maruti Alto 800,2019,6789,VXI BSIV,₹ 3.52 Lakh,₹ 3.70 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2020,Zero Dep,Petrol,5 Seats,"18,060 Kms",WB26,First Owner,796 cc,Manual,2019.0,24.7 kmpl,796 CC,47.3bhp,69Nm,,5,Red,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,,3445mm,1490mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,,,,,,,5 Speed,FWD,5,Manual,4.6 metres,Solid Disc,Drum,Tubeless Tyres,,5,177,19 Seconds,140 kmph,Kolkata
0,Petrol,Sedan,"94,042",Manual,1,1st Owner,Honda,Honda Amaze,2014,1165,SX i-VTEC,₹ 3.19 Lakh,₹ 3.19 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2014,Comprehensive,Petrol,5 Seats,"94,042 Kms",WB02,First Owner,1198 cc,Manual,2014.0,18 kmpl,1198 CC,86.7bhp,109Nm,,5,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,No,No,,3990mm,1680mm,1505mm,2405mm,,,960kg,,,,,,,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,400-litres,15 Seconds,160 Kmph,Kolkata
0,Diesel,SUV,"90,438",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2017,3612,S10 8 Seater,₹ 10.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Comprehensive,Diesel,8 Seats,"90,438 Kms",WB02,First Owner,2179 cc,Manual,2017.0,15.4 kmpl,2179 CC,120bhp,280Nm,17,8,Black,mHawk Diesel Engine,2179,120bhp@4000rpm,280Nm@1800-2800rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4456mm,1820mm,1995mm,2680mm,1450mm,1450mm,1695,2510kg,,,,,,,5 Speed,RWD,8,Power,5.4 metres,Disc,Drum,"Tubeless,Radial",17,5,460-litres,19 Seconds,150 Kmph,Kolkata
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,4354,VXI BSIII,₹ 1.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",,Second Owner,998 cc,Manual,2009.0,18.9 kmpl,998 CC,67.1bhp,90Nm,14,5,Gray,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,No,No,,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,,,,,,,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",14,4,,,,Kolkata
0,Petrol,Hatchback,"80,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2009,1711,GLS,₹ 1.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2009,Third Party insurance,Petrol,5 Seats,"80,000 Kms",WB06,First Owner,1086 cc,Manual,2009.0,17.92 kmpl,1086 CC,62.1bhp,96.1Nm,13,5,Others,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI,,No,No,,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,825,,,,,,,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,Kolkata
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,6600,2.0 Limited Plus BSIV,₹ 12 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Diesel,5 Seats,"50,000 Kms",WB08,First Owner,1956 cc,Manual,2018.0,17.1 kmpl,1956 CC,170.63bhp,350Nm,18,5,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,170.63bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,,,,,,,6 Speed,4X2,5,power,,Disc,Discs,"Radial, Tubless",18,5,408-litres,,,Kolkata
0,Petrol,Hatchback,"60,000",Manual,3,3rd Owner,Maruti,Maruti Ritz,2010,4141,VXi,₹ 1.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Third Owner,1197 cc,Manual,2010.0,18.5 kmpl,1197 CC,85.80bhp,114Nm,,5,Others,K Series Petrol Engine,1197,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3775mm,1680mm,1620mm,2360mm,1470mm,1480mm,1015kg,1430kg,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,236-liters,15 Seconds,156 Kmph,Kolkata
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Maruti,Maruti Estilo,2010,4079,LXI,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,,"70,000 Kms",,Second Owner,1061 cc,Manual,2010.0,19.5 kmpl,1061 CC,,,,,Others,,1061,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata
0,Petrol,SUV,"30,000",Automatic,2,2nd Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 14.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",WB40,Second Owner,1451 cc,Automatic,2020.0,13.96 kmpl,1451 CC,141bhp,250Nm,R17,5,Others,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,,,Yes,,,4655mm,1835mm,1760mm,2750mm,,,1800,,,,,,,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,Kolkata
0,Petrol,SUV,"9,75,000",Manual,1,1st Owner,Kia,Kia Sonet,2021,8006,HTX Turbo iMT BSVI,₹ 9.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Third Party,Petrol,5 Seats,"9,75,000 Kms",WB74,First Owner,998 cc,Manual,2021.0,18.2 kmpl,998 CC,118.36bhp,172Nm,16,5,Black,Smartstream G1.0 T - GDi,998,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995mm,1790,1642,2500,,,1201,,,,,,,,6-Speed iMT,FWD,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,392,,,Kolkata
0,Diesel,SUV,"55,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,1445,1.6 CRDi SX Option,₹ 9.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Comprehensive,Diesel,5 Seats,"55,000 Kms",WB02,First Owner,1582 cc,Manual,2018.0,19.67 kmpl,1582 CC,126.2bhp,259.9Nm,17,5,Grey,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4270mm,1780mm,1630mm,2590mm,,,1300,,,,,,,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,10.5 Seconds,190 Kmph,Kolkata
0,Diesel,Sedan,"30,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2017,4700,C 220 CDI Avantgarde,₹ 25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"30,000 Kms",WB02,First Owner,2143 cc,Automatic,2017.0,19.27 kmpl,2143 CC,170bhp,400Nm,17,5,Others,In-Line Engine,2143,170bhp@3000-4200rpm,400Nm@1400-2800rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4686mm,2020mm,1442mm,2840mm,1588mm,1570mm,1655kg,2135kg,,,,,,,7 Speed,RWD,5,Power,5.61 metres,Disc,Disc,"Tubeless, Radial",17,4,480-litres,7.4 Seconds,233 Kmph,Kolkata
0,Petrol,Hatchback,"1,04,900",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1591,Magna 1.2,₹ 1.96 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2010,Comprehensive,Petrol,5 Seats,"1,04,900 Kms",WB26,First Owner,1197 cc,Manual,2010.0,20.36 kmpl,1197 CC,78.9bhp,111.7Nm,13,5,Golden,Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,No,No,10.5:1 ,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,,,,,,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,Kolkata
0,Petrol,Sedan,"24,092",Manual,2,2nd Owner,Toyota,Toyota Yaris,2018,6402,J BSIV,₹ 6.83 Lakh,₹ 7.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2018,Third Party,Petrol,5 Seats,"24,092 Kms",WB02,Second Owner,1496 cc,Manual,2018.0,17.1 kmpl,1496 CC,105.5bhp,140Nm,,5,Brown,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,No,No,,4425mm,1730mm,1495mm,2550mm,,,1090kg,1580kg,,,,,,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,"Tubless, Radial",,4,476,,,Kolkata
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2017,4209,VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Diesel,5 Seats,"90,000 Kms",,Second Owner,1248 cc,Manual,2017.0,26.59 kmpl,1248 CC,74bhp,190Nm,,5,Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,Yes,No,17.6:1,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,1055kg,1505kg,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,320-liters,13.8 Seconds,169 Kmph,Kolkata
0,Petrol,Hatchback,"28,519",Manual,1,1st Owner,Tata,Tata Altroz,2020,6834,XZ BSVI,₹ 6.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2020,Comprehensive,Petrol,5 Seats,"28,519 Kms",WB06,First Owner,1199 cc,Manual,2020.0,19.33 kmpl,1199 CC,86.83bhp,113Nm,16,5,Golden,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,No,,,3990mm,1755,1523,2501,,,1025,,,,,,,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,345,,,Kolkata
0,Petrol,Hatchback,"88,785",Manual,1,1st Owner,Honda,Honda Jazz,2016,1341,1.2 VX i VTEC,₹ 3.86 Lakh,₹ 4.12 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2016,Third Party insurance,Petrol,5 Seats,"88,785 Kms",WB02,First Owner,1199 cc,Manual,2016.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,15,5,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,,3955mm,1694mm,1544mm,2530mm,,,1042kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,354-litres,13.7 Seconds,172 Kmph,Kolkata
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2015,1946,1.2 MPI Comfortline,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"90,000 Kms",WB06,Second Owner,1199 cc,Manual,2015.0,16.2 kmpl,1199 CC,74bhp,110Nm,,5,Others,MPI Petrol Engine,1199,74bhp@5400rpm,110Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4,No,No,10.5:1,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1030Kg,1500Kg,,,,,,,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",,5,280-liters,14.2 Seconds,165 kmph,Kolkata
0,Diesel,MUV,"79,755",Manual,1,1st Owner,Tata,Tata Hexa,2019,2501,XM,₹ 8.88 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2019,Comprehensive,Diesel,7 Seats,"79,755 Kms",Wb02,First Owner,2179 cc,Manual,2019.0,17.6 kmpl,2179 CC,153.86bhp,400Nm,,7,Blue,2.2 LTR. VARICOR 400,2179,153.86bhp@4000,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4788mm,1900mm,1785mm,2850mm,,,1865,,,,,,,,6 Speed,AWD,7,Power,5.75m,Disc,Disc,"Tubeless,Radial",,5,128,,,Kolkata
0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5701,1.2 Asta Option,₹ 5.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2017,Third Party insurance,Petrol,5 Seats,"80,000 Kms",WB02,Second Owner,1197 cc,Manual,2017.0,18.6 kmpl,1197 CC,81.83bhp,114.7Nm,16,5,Silver,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,295-litres,13.2 Seconds,170 Kmph,Kolkata
0,Petrol,Hatchback,"68,832",Manual,2,2nd Owner,Mahindra,Mahindra KUV 100 NXT,2017,6076,G80 K4 Plus 5Str,₹ 4.36 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Third Party,Petrol,5 Seats,"68,832 Kms",WB08,Second Owner,1198 cc,Manual,2017.0,18.15 kmpl,1198 CC,82bhp,115Nm,,5,Silver,mFALCON G80 Engine,1198,82bhp@5500rpm,115Nm@3500-3600rpm,3.0,4.0,DOHC,MPFI,,No,No,,3700mm,1735mm,1655mm,2385mm,1490mm,1490mm,945,,,,,,,,5 Speed,FWD,5,Power,5.05,Disc,Drum,"Tubeless,Radial",,5,243,14.5 seconds,160 kmph,Kolkata
0,Diesel,SUV,"70,857",Manual,2,2nd Owner,Jeep,Jeep Compass,2017,5928,2.0 Limited Option 4X4,₹ 10.32 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2017,Comprehensive,Diesel,5 Seats,"70,857 Kms",WB74,Second Owner,1956 cc,Manual,2017.0,16.3 kmpl,1956 CC,170bhp,350Nm,17,5,Silver,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,Yes,No,,4395mm,1818mm,1640mm,2636mm,,,1641 kgs,,,,,,,,6 Speed,4X4,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,10.03 Seconds,,Kolkata
0,Petrol,Sedan,"50,000",Manual,3,3rd Owner,Honda,Honda City,2010,1245,1.5 S MT,₹ 2.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Petrol,5 Seats,"50,000 Kms",WB06,Third Owner,1497 cc,Manual,2010.0,17 kmpl,1497 CC,"118PS at 6,600 rpm",146Nm at 4800 rpm,15,5,Others,In-Line Engine,1497,"118PS at 6,600 rpm",146Nm at 4800 rpm,4.0,4.0,SOHC,EFI (Electronic Fuel Injection),,No,No,,4420 mm,1695 mm,1480 mm,2550 mm,,,1100 kg,,,,,,,,5 Speed,FWD,5,Power,5.3 m,Disc,Drum,"Tubeless,Radial",15,4,506 litres,,,Kolkata
0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4002,VDi Plus,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"80,000 Kms",MH04,First Owner,1248 cc,Manual,2015.0,26.21 kmpl,1248 CC,88.5bhp,200Nm,,5,Others,DDIS 200 Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,Yes,No,10.1,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1105kg,1585kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Discs,Drum,"Tubeless, Radial",,4,510-litres,15 Seconds,160 kmph,Kolkata
0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2010,4151,LDi,₹ 1.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2010,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",,Second Owner,1248 cc,Manual,2010.0,21.1 kmpl,1248 CC,73.9bhp,190Nm,14,5,Others,Diesel,1248,73.9bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC ,CRDI,69.9X82,No,No,17.6:1,3715mm,1680mm,1620mm,2360mm,,,1100kg,1520kg,,,,,,,5-Speed,FWD,5,Power,4.7m,Ventilated Disk,Drum,"Tubeless,Radial",14,5,232 litres,14.2,156km/hr,Kolkata
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 3.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,998 cc,Manual,2013.0,20.51 kmpl,998 CC,67.04bhp,90Nm,,5,Others,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,No,No,,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,18.6 Seconds,152 kmph,Kolkata
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2014,1549,Sportz,₹ 3.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,Petrol,5 Seats,"70,000 Kms",,Second Owner,1197 cc,Manual,2014.0,18.9 kmpl,1197 CC,82bhp,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Sedan,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2011,4224,VXi,₹ 2.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2011,Third Party insurance,Petrol,5 Seats,"1,00,000 Kms",,Second Owner,1298 cc,Manual,2011.0,17.5 kmpl,1298 CC,85.8bhp,114Nm,14,5,Others,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,9.0:1,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,,,,,,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,,,Kolkata
0,Petrol,Sedan,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2014,1853,1.2 Kappa S,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2014,Comprehensive,Petrol,5 Seats,"38,000 Kms",WB02,First Owner,1197 cc,Manual,2014.0,19.1 kmpl,1197 CC,82bhp,114Nm,,5,Silver,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1140,,,,,,,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,407-litres,14.2 Seconds,172 Kmph,Kolkata
0,Petrol,Hatchback,"60,000",Manual,5,5th Owner,Hyundai,Hyundai i20,2013,1646,Magna,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2013,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,Fifth Owner,1197 cc,Manual,2013.0,18.5 kmpl,1197 CC,82.85bhp,113.7Nm,14,5,Others,Kappa VTVT Petrol Engine,1197,82.85bhp@6000rpm,113.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1060,,,,,,,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",14,5,,,,Kolkata
0,Diesel,MUV,"55,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,2271,2.5 G (Diesel) 8 Seater BS IV,₹ 7.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Diesel,8 Seats,"55,000 Kms",WB02,Second Owner,2494 cc,Manual,2014.0,12.99 kmpl,2494 CC,100.6bhp,200Nm,,8,Silver,2KD-FTV Diesel Engine,2494,100.6bhp@3600rpm,200Nm@1200-3600rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4585mm,1760mm,1760mm,2750mm,1510mm,1510mm,1660kg,2300kg,,,,,,,5 Speed,RWD,8,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,300-litres,13.3 Seconds,155 Kmph,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2015,1873,1.2 Kappa S,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB02,First Owner,1197 cc,Manual,2015.0,19.1 kmpl,1197 CC,82bhp,114Nm,,5,Others,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,,No,No,,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,,,,,,,5 Speed ,FWD ,5,Power,4.7 metres,Disc ,Drum,Tubeless,,4,407-litres,14.2 Seconds,172 Kmph,Kolkata
0,Petrol,SUV,"4,034",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,7675,SX Turbo,₹ 9.56 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2022,Comprehensive,Petrol,5 Seats,"4,034 Kms",WB06,First Owner,998 cc,Manual,2022.0,18.27 kmpl,998 CC,118.35bhp,172Nm,,5,Blue,Kappa 1.0 L Turbo GDi Petrol,998,118.35bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,190mm,,,,,,6-Speed,FWD,5,Electric,,Disc,Drum,Radial,,5,350,,,Kolkata
0,Diesel,Hatchback,"28,614",Manual,2,2nd Owner,Chevrolet,Chevrolet Beat,2014,454,Diesel LT,₹ 2.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2014,Comprehensive,Diesel,5 Seats,"28,614 Kms",wb52,Second Owner,936 cc,Manual,2014.0,25.44 kmpl,936 CC,56.3bhp,142.5Nm,,5,Silver,SMARTECH Diesel Engine,936,56.3bhp@4000rpm,142.5Nm@1750rpm,3.0,4.0,DOHC,Direct Injection,,Yes,No,,3640mm,1595mm,1550mm,2375mm,,,1025,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless ,,5,170-litres,21.2 Seconds,165 kmph,Kolkata
