it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Turbo Charger,Super Charger,Compression Ratio,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Ground Clearance Unladen,Seating Capacity,Steering Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Acceleration,Top Speed,City
0,Diesel,Hatchback,"54,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3965,1.3 Sigma,₹ 4.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2018,Comprehensive,Diesel,5 Seats,"54,000 Kms",WB18,First Owner,1248 cc,Manual,2018.0,27.39 kmpl,1248 CC,74bhp,190Nm,,5,Red,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,960kg,1430kg,,,,,,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,339-litres,12.93 seconds,170 Kmph,Kolkata
0,Petrol,Hatchback,"55,000",Manual,1,1st Owner,Honda,Honda Jazz,2016,1339,1.2 V i VTEC,₹ 3.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2017,Comprehensive,Petrol,5 Seats,"55,000 Kms",WB02,First Owner,1199 cc,Manual,2016.0,18.7 kmpl,1199 CC,88.7bhp,110Nm,15,5,White,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,,3955mm,1694mm,1544mm,2530mm,,,1044kg,,,,,,,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,354-litres,13.7 Seconds,172 Kmph,Kolkata
0,Petrol,SUV,"29,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2021,7681,SX Plus Turbo DCT,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2021,Comprehensive,Petrol,5 Seats,"29,000 Kms",WB02,First Owner,998 cc,Automatic,2021.0,18.15 kmpl,998 CC,118.35bhp,172Nm,R16,5,White,Kappa 1.0 L Turbo GDi Petrol,998,118.35bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,,Yes,,,3995 mm,1770 mm,1605 mm,2500 mm,,,1440,,190mm,,,,,,7-Speed DCT,FWD,5,Electric,,Disc,Drum,Radial,R16,5,350,,,Kolkata
0,Petrol,Sedan,"48,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2015,1841,1.4 VTVT,₹ 3.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Comprehensive,Petrol,5 Seats,"48,000 Kms",WB02,First Owner,1396 cc,Manual,2015.0,17.43 kmpl,1396 CC,105.5bhp,135.3Nm,,5,Silver,VTVT Petrol Engine,1396,105.5bhp@6300rpm,135.3Nm@5000rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,10.5:1,4375mm,1700mm,1475mm,2570mm,,,1170,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,4,465-litres,10.5 Seconds,171 Kmph,Kolkata
0,Petrol,MUV,"45,000",Manual,1,1st Owner,Honda,Honda Mobilio,2014,1364,S i-VTEC,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2014,Comprehensive,Petrol,7 Seats,"45,000 Kms",WB16,First Owner,1497 cc,Manual,2014.0,17.3 kmpl,1497 CC,117.3bhp,145Nm,,7,Golden,i-VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-FI,73.0 X 89.4 mm,No,No,10.3:1,4386mm,1683mm,1603mm,2652mm,,,1145Kg,,,,,,,,5 Speed,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,223-litres,16 Seconds,160 Kmph,Kolkata
0,Petrol,SUV,"21,000",Manual,1,1st Owner,Tata,Tata Nexon,2021,7384,XM BSVI,₹ 7.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Petrol,5 Seats,"21,000 Kms",WB02,First Owner,1199 cc,Manual,2021.0,17.33 kmpl,1199 CC,118.35bhp,170Nm,,5,White,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,,,,3993,1811,1606,2498,,,1200,,,,,,,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",,5,350,,,Kolkata
0,Petrol,Sedan,"52,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2013,1832,1.6 SX VTVT,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2013,Comprehensive,Petrol,5 Seats,"52,000 Kms",WB02,First Owner,1591 cc,Manual,2013.0,17.01 kmpl,1591 CC,121.3bhp,154.9Nm,16,5,Golden,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0mm X 85.44mm,No,No,10.5;1,4375mm,1700mm,1475mm,2570mm,,,1260,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,"Tubeless,Radial",16,4,465-litre,10.5 Seconds,196km/hr,Kolkata
0,Petrol,Sedan,"39,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2019,5786,1.2 VTVT SX Option,₹ 4.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Comprehensive,Petrol,5 Seats,"39,000 Kms",WB24,First Owner,1197 cc,Manual,2019.0,20.14 kmpl,1197 CC,81.86bhp,113.75nm,15,5,Blue,1.2L Kappa Dual VTVT Petrol,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,Tubeless,15,4,407,,172 Kmph,Kolkata
0,Petrol,MUV,"55,000",Manual,1,1st Owner,Honda,Honda Mobilio,2014,1364,S i-VTEC,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2014,Comprehensive,Petrol,7 Seats,"55,000 Kms",WB12,First Owner,1497 cc,Manual,2014.0,17.3 kmpl,1497 CC,117.3bhp,145Nm,,7,Golden,i-VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-FI,73.0 X 89.4 mm,No,No,10.3:1,4386mm,1683mm,1603mm,2652mm,,,1145Kg,,,,,,,,5 Speed,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless,Radial",,5,223-litres,16 Seconds,160 Kmph,Kolkata
0,Diesel,MUV,"53,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2017,7315,2.4 ZX MT,₹ 17.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2017,Comprehensive,Diesel,7 Seats,"53,000 Kms",WB02,First Owner,2393 cc,Manual,2017.0,13.68 kmpl,2393 CC,147.51bhp,343Nm,17,7,Silver,2-GD FTV Engine,2393,147.51bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,DOHC,CRDi,3.62 X 4.08 mm,Yes,No,,4735mm,1830mm,1795mm,2750mm,1530mm,1530mm,1920kg,2490kg,178mm,,,,,,5 Speed,RWD,7,Power,5.4,Disc,Drum,"Tubeless,Radial",17,5,,,,Kolkata
0,Petrol,SUV,"9,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2022,9155,SX BSVI,₹ 9.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2022,Comprehensive,Petrol,5 Seats,"9,000 Kms",WB02,First Owner,1197 cc,Manual,2022.0,,1197 CC,81.80bhp,113.8Nm,,5,Grey,1.2 Kappa Petrol,1197,81.80bhp@6000rpm,113.8Nm@4000rpm,4.0,4.0,,,,No,,,3995mm,1770mm,1617mm,2500mm,,,1148,,,,,,,,5-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",,5,,,,Kolkata
0,Petrol,SUV,"23,000",Manual,1,1st Owner,Kia,Kia Seltos,2020,7112,GTX Plus,₹ 13.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Comprehensive,Petrol,5 Seats,"23,000 Kms",WB02,First Owner,1353 cc,Manual,2020.0,16.5 kmpl,1353 CC,138.08bhp,242nm,17,5,White,Smartstream G1.4,1353,138.08bhp@6000rpm,242nm@1500-3200rpm,4.0,4.0,,GDi,,Yes,,,4315mm,1800mm,1645mm,2610mm,,,1515,,,,,,,,6-Speed,FWD,5,Electric,,Disc,Disc,"Tubeless, Radial",17,5,433,,,Kolkata
0,Petrol,Hatchback,"65,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2010,1958,Petrol Highline 1.2L,₹ 1.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2010,Comprehensive,Petrol,5 Seats,"65,000 Kms",WB06,First Owner,1198 cc,Manual,2010.0,16.47 kmpl,1198 CC,73.9bhp,110Nm,15,5,Red,In-Line Petrol Engine,1198,73.9bhp@5400rpm,110Nm@3750rpm,3.0,4.0,,MPFI ,,No,No,,3970mm,1682mm,1453mm,2456mm,,,1055kg,,,,,,,,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",15,5,,14.2 Seconds,162.9km/hr,Kolkata
0,Petrol,Hatchback,"45,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2016,1569,Magna 1.1L,₹ 2.79 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2016,Comprehensive,Petrol,5 Seats,"45,000 Kms",WB02,First Owner,1086 cc,Manual,2016.0,19.81 kmpl,1086 CC,68.05bhp,99.04Nm,,5,Maroon,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,SOHC,MPFI,,No,No,,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,860kg,,,,,,,,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,Tubeless,,5,225-litres,14.3 Seconds,165 Kmph,Kolkata
0,Diesel,Sedan,"55,000",Automatic,1,1st Owner,Maruti,Maruti Ciaz,2017,6557,Delta Diesel,₹ 5.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2017,Comprehensive,Diesel,5 Seats,"55,000 Kms",WB02,First Owner,1248 cc,Automatic,2017.0,28.09 kmpl,1248 CC,88.50bhp,200Nm,15,5,Silver,DDIS 200 Engine,1248,88.50bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 x 82 mm,Yes,No,,4490 mm,1730 mm,1485 mm,2650 mm,,,1105,1590 kg,,,,,,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510-litres,,,Kolkata
0,Petrol,Hatchback,"26,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5605,1.2 Kappa Sportz Option,₹ 4.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2019,Comprehensive,Petrol,5 Seats,"26,000 Kms",WB18,First Owner,1197 cc,Manual,2019.0,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,,,,,,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256-liters,12.9 Seconds,165 Kmph,Kolkata
0,Petrol,Sedan,"54,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2016,3157,1.6 MPI AT Style Plus,₹ 4.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2016,Comprehensive,Petrol,5 Seats,"54,000 Kms",WB02,First Owner,1598 cc,Automatic,2016.0,14.3 kmpl,1598 CC,103.52bhp,153Nm,15,5,Silver,Petrol Engine,1598,103.52bhp@5250rpm,153Nm@3800rpm,4.0,4.0,DOHC,MPFI,,No,No,,4386mm,1699mm,1466mm,2552mm,,,1180kg,1720kg,,,,,,,6 Speed ,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,460-litres,11 Seconds,185 Kmph,Kolkata
0,Petrol,Sedan,"41,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2015,1845,1.6 VTVT SX,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2015,Comprehensive,Petrol,5 Seats,"41,000 Kms",WB02,First Owner,1591 cc,Manual,2015.0,17.01 kmpl,1591 CC,121.3bhp,154.9Nm,16,5,Silver,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,10.5:1,4375mm,1700mm,1475mm,2570mm,,,1290,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,Tubeless,16,4,465-litres,10.5 Seconds,196 Kmph,Kolkata
0,Diesel,SUV,"29,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,8319,2.0 Limited 4X4 Opt Diesel AT BSVI,₹ 22.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Diesel,5 Seats,"29,000 Kms",WB18,First Owner,1956 cc,Automatic,2021.0,14.9 kmpl,1956 CC,167.67bhp,350Nm,18,5,White,2.0L Multijet Diesel,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,Yes,,,4405mm,1818mm,1640mm,2636mm,,,1660,,,,,,,,9 Speed,4x4,5,Power,,Disc,Disc,"Tubeless, Radial",18,5,,,160.21kmph,Kolkata
0,Diesel,Sedan,"23,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2018,5892,320d Luxury Line Plus,₹ 22.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2018,Comprehensive,Diesel,5 Seats,"23,000 Kms",WB02,First Owner,1995 cc,Automatic,2018.0,22.69 kmpl,1995 CC,190bhp,400Nm,17,5,Blue,Diesel Engine ,1995,190bhp@4000rpm,400Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4633mm,2031mm,1429mm,2810mm,1544mm,1583mm,1570,,,,,,,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",17,4,480-litres,7.3 Seconds,230 Kmph,Kolkata
0,Petrol,Hatchback,"39,000",Manual,1,1st Owner,Honda,Honda Jazz,2012,1358,X,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2012,Comprehensive,Petrol,5 Seats,"39,000 Kms",WB06,First Owner,1198 cc,Manual,2012.0,16.7 kmpl,1198 CC,88.8bhp,110Nm,15,5,Grey,SOHC i-VTEC,1198,88.8bhp@6200rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,,3900mm,1695mm,1535mm,2500mm,1490mm,1475mm,1060kg,,,,,,,,5 Speed,FWD,5,Power,4.9metres,Disc,Drum,"Tubeless,Radial",15,5,,11.2 Seconds,165km/hr,Kolkata
0,Petrol,Sedan,"34,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2019,5968,VTVT 1.6 SX Option,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2019,Comprehensive,Petrol,5 Seats,"34,000 Kms",WB02,First Owner,1591 cc,Manual,2019.0,17 kmpl,1591 CC,121.3bhp,151Nm,16,5,Grey,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,,4440mm,1729mm,1475mm,2600mm,,,1248,,,,,,,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,4,480,11.31 Seconds,,Kolkata
0,Petrol,Sedan,"75,000",Automatic,1,1st Owner,Toyota,Toyota Camry,2015,2108,2.5 G,₹ 9.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2015,Comprehensive,Petrol,5 Seats,"75,000 Kms",WB06,First Owner,2494 cc,Automatic,2015.0,12.98 kmpl,2494 CC,178.4bhp,233Nm,16,5,White,2AR-FE Petrol Engine,2494,178.4bhp@6000rpm,233Nm@4100rpm,4.0,4.0,DOHC,EFI,,No,No,,4850mm,1825mm,1480mm,2775mm,1580mm,1570mm,1490kg,2000kg,,,,,,,6 Speed,FWD,5,Power,5.5 metres,Ventilated Disc,Solid Disc,"Tubeless,Radial",16,4,436-litres,9.2 Seconds,210 Kmph,Kolkata
0,Petrol,Hatchback,"12,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2020,7093,Sportz Dual Tone,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2020,Comprehensive,Petrol,5 Seats,"12,000 Kms",WB52,First Owner,1197 cc,Manual,2020.0,20.7 kmpl,1197 CC,81.86bhp,113.8nm,15,5,White,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,,3805mm,1680,1520,2450,,,1140,,,,,,,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,Kolkata
0,Diesel,SUV,"51,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2018,3804,W4,₹ 7.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Comprehensive,Diesel,7 Seats,"51,000 Kms",WB02,First Owner,2179 cc,Manual,2018.0,16 kmpl,2179 CC,140bhp,330Nm,,7,Orange,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,Yes,No,,4585mm,1890mm,1785mm,2700mm,,,1785,2510kg,,,,,,,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,,5,720-litres,10 Seconds,185 Kmph,Kolkata
0,Petrol,Hatchback,"46,000",Manual,1,1st Owner,Honda,Honda Brio,2018,6369,1.2 S Option MT,₹ 3.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2018,Comprehensive,Petrol,5 Seats,"46,000 Kms",WB72,First Owner,1198 cc,Manual,2018.0,18.5 kmpl,1198 CC,86.8bhp,109Nm,,5,Grey,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,No,No,,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,930kg,,,,,,,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,5,175-litres,14.5 Seconds,145 Kmph,Kolkata
0,Diesel,Sedan,"39,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2013,243,320d Sport Line,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2013,Comprehensive,Diesel,5 Seats,"39,000 Kms",WB02,First Owner,1995 cc,Automatic,2013.0,18.88 kmpl,1995 CC,184bhp,380Nm,17,5,White,Diesel Engine,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,Yes,No,,4624mm,2031mm,1429mm,2810mm,1543mm,1583mm,1500,,,,,,,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",17,4,480-litres,7.4 Seconds,235 Kmph,Kolkata
0,Petrol,Sedan,"45,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2015,1841,1.4 VTVT,₹ 3.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2015,Comprehensive,Petrol,5 Seats,"45,000 Kms",WB02,First Owner,1396 cc,Manual,2015.0,17.43 kmpl,1396 CC,105.5bhp,135.3Nm,,5,Silver,VTVT Petrol Engine,1396,105.5bhp@6300rpm,135.3Nm@5000rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,No,No,10.5:1,4375mm,1700mm,1475mm,2570mm,,,1170,,,,,,,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,4,465-litres,10.5 Seconds,171 Kmph,Kolkata
0,Diesel,SUV,"2,000",Automatic,1,1st Owner,Mahindra,Mahindra Scorpio N,2023,9236,Z8L Diesel AT BSVI,₹ 23.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2023,Comprehensive,Diesel,7 Seats,"2,000 Kms",WB02,First Owner,2198 cc,Automatic,2023.0,,2198 CC,172.45bhp,400Nm,18,7,Green,mHawk,2198,172.45bhp@3500rpm,400Nm@1750-2750rpm,4.0,4.0,,,,Yes,,,4662mm,1917,1857,2750,,,1935,,,,,,,,6-Speed,2WD,7,Electric,,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,5,,,,Kolkata
0,Petrol,Sedan,"47,000",Manual,1,1st Owner,Honda,Honda City,2017,1216,i VTEC VX,₹ 6.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2017,Third Party insurance,Petrol,5 Seats,"47,000 Kms",WB02,First Owner,1497 cc,Manual,2017.0,17.8 kmpl,1497 CC,117.3bhp,145Nm,15,5,Silver,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,10.3:1,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1065kg,,,,,,,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,10 Seconds,195 Kmph,Kolkata
0,Petrol,SUV,"55,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2020,8943,SX Opt Knight IVT BSVI,₹ 14.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2020,Third Party insurance,Petrol,5 Seats,"55,000 Kms",WB02,First Owner,1497 cc,Automatic,2020.0,,1497 CC,113.18bhp,143.8Nm,17,5,White,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC,MPi,,No,,,4300mm,1790mm,1635mm,2610mm,,,1550,,,,,,,,6-speed IVT,,5,Power,,Disc,Disc,"Tubeless, Radial",17,5,,,,Kolkata
0,Petrol,Hatchback,"5,000",Manual,1,1st Owner,Renault,Renault KWID,2022,7431,1.0 RXT Opt,₹ 4.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,Petrol,5 Seats,"5,000 Kms",WB16,First Owner,999 cc,Manual,2022.0,21.74 kmpl,999 CC,67bhp,91Nm,,5,Silver,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,No,No,,3731mm,1579mm,1474mm,2422mm,,,730,,,,,,,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,,Kolkata
0,Petrol,Hatchback,"5,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2021,3943,LXI,₹ 3.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2021,Comprehensive,Petrol,5 Seats,"5,000 Kms",WB02,First Owner,796 cc,Manual,2021.0,22.74 kmpl,796 CC,47.3bhp,69Nm,,5,Blue,F8D Petrol Engine,796,47.3bhp@6000rpm,69Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,,3395mm,1490mm,1475mm,2360mm,1295mm,1290mm,720kg,1185kg,,,,,,,5 Speed,FWD,5,Power,4.6 metres,Solid Disc,Drum,Tubeless Tyres,,5,177-litres,19 Seconds,140 kmph,Kolkata
0,Petrol,SUV,"32,000",Automatic,1,1st Owner,Audi,Audi Q3,2018,5902,30 TFSI Premium FWD,₹ 21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2018,Comprehensive,Petrol,5 Seats,"32,000 Kms",WB08,First Owner,1395 cc,Automatic,2018.0,16.9 kmpl,1395 CC,147.51bhp,250nm,18,5,Red,TFSI Petrol Engine,1395,147.51bhp@5000-6000rpm,250nm@1500-3500rpm,4.0,4.0,DOHC,MPFi,,Yes,No,,4388mm,1831mm,1608mm,2603mm,1571mm,1575mm,1565Kg,2005Kg,,,,,,,6 Speed,FWD,5,Power,5.9 metres,Disc,Disc,"Tubeless,Radial",18,5,460,8.9 Seconds,204 Kmph,Kolkata
0,Petrol,MUV,"20,000",Manual,1,1st Owner,Kia,Kia Carens,2022,10307,Prestige,₹ 10.99 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2022,Comprehensive,Petrol,7 Seats,"20,000 Kms",WB02,First Owner,1497 cc,Manual,2022.0,,1497 CC,113.42bhp,144Nm,,7,White,Smartstream G1.5,1497,113.42bhp@6300rpm,144Nm@4500rpm,4.0,4.0,,DPFi,,No,,,4540mm,1800mm,1708mm,2780mm,,,1540,,,,,,,,6-Speed,2WD,7,Electric,,Disc,Disc,"Tubeless, Radial",,5,,,,Kolkata
